#time, accZ[]
27.9231,-9.94412
28.0281,-10.4399
28.1331,-10.4327
28.2381,-10.2219
28.3431,-10.3273
28.4481,-10.3609
28.5531,-10.3537
28.6581,-10.3106
28.7631,-10.3249
28.8681,-10.3153
28.9731,-10.3465
29.0781,-10.2555
29.1831,-10.4591
29.2881,-10.4806
29.3931,-10.1261
29.4981,-10.174
29.6031,-10.2531
29.7081,-10.2555
29.8131,-10.2746
29.9181,-10.2986
30.0231,-10.2818
30.1281,-10.2698
30.2331,-10.2722
30.3381,-10.289
30.4431,-10.2914
30.5481,-10.2914
30.6531,-10.2459
30.7581,-10.2914
30.8631,-10.2722
30.9681,-10.2722
31.0731,-10.2794
31.1781,-10.2722
31.2831,-10.2722
31.3881,-10.2555
31.4931,-10.9476
31.5981,-11.9368
31.7031,-10.653
31.8081,-10.3513
31.9131,-10.3058
32.0181,-10.3034
32.1231,-10.3297
32.2281,-10.2507
32.3331,-10.2459
32.4381,-10.9237
32.5431,-10.1094
32.6481,-10.3345
32.7531,-10.4016
32.8581,-10.3728
32.9631,-10.2722
33.0681,-10.404
33.1731,-10.289
33.2781,-10.2842
33.3831,-10.289
33.4881,-10.3393
33.5931,-10.3034
33.6981,-10.3177
33.8031,-10.2914
33.9081,-10.2722
34.0131,-10.2818
34.1181,-10.3058
34.2231,-10.2794
34.3281,-10.2579
34.4331,-10.3106
34.5381,-10.2363
34.6431,-10.2028
34.7481,-10.2339
34.8531,-10.3082
34.9581,-10.2674
35.0631,-10.2555
35.1681,-10.3082
35.2731,-10.3441
35.3781,-10.289
35.4831,-10.3106
35.5881,-10.2651
35.6931,-10.2986
35.7981,-10.2914
35.9031,-10.2698
36.0081,-10.2914
36.1131,-10.313
36.2181,-10.2722
36.3231,-10.289
36.4281,-10.2722
36.5331,-10.3034
36.6381,-10.3082
36.7431,-10.2818
36.8481,-10.3106
36.9531,-10.2818
37.0581,-10.301
37.1631,-10.2938
37.2681,-10.2914
37.3731,-10.2722
37.4781,-10.2746
37.5831,-9.90341
37.6881,-10.3369
37.7931,-10.3393
37.8981,-10.2579
38.0031,-10.4279
38.1081,-10.9093
38.2131,-10.2243
38.3181,-10.3992
38.4231,-10.3058
38.5281,-10.3944
38.6331,-10.2555
38.7381,-10.2674
38.8431,-10.4974
38.9481,-10.289
39.0531,-8.8017
39.1581,-10.3609
39.2631,-9.89383
39.3681,-10.3513
39.4731,-10.2195
39.5781,-10.2459
39.6831,-10.5333
39.7881,-10.4878
39.8931,-10.4591
39.9981,-10.2651
40.1031,-10.3896
40.2081,-10.1716
40.3131,-10.2531
40.4181,-10.3944
40.5231,-10.3609
40.6281,-10.598
40.7331,-10.5668
40.8381,-10.3321
40.9431,-10.5549
41.0481,-10.7321
41.1531,-10.1836
41.2581,-10.2818
41.3631,-10.3058
41.4682,-10.3034
41.5731,-10.2938
41.6781,-10.289
41.8041,-10.2962
41.9091,-10.2866
42.0141,-10.2962
42.1191,-10.3201
42.2241,-10.2962
42.3291,-10.3273
42.4341,-10.2818
42.5391,-10.3321
42.6441,-10.2962
42.7491,-10.3225
42.8541,-10.2818
42.9591,-10.3034
43.0641,-10.3034
43.1691,-10.3225
43.2741,-10.3034
43.3791,-10.3249
43.4841,-10.2962
43.5891,-10.2938
43.6941,-10.3106
43.7991,-10.301
43.9041,-10.2722
44.0091,-10.2914
44.1141,-10.313
44.2191,-10.3034
44.3241,-10.3297
44.4291,-10.3153
44.5341,-10.2818
44.6391,-10.289
44.7441,-10.301
44.8491,-10.3201
44.9541,-10.301
45.0591,-10.313
45.1641,-10.3153
45.2691,-10.3321
45.3741,-10.2986
45.4791,-10.3177
45.5841,-10.3106
45.6891,-10.2818
45.7941,-10.3249
45.8991,-10.2938
46.0041,-10.3153
46.1091,-10.289
46.2141,-10.2914
46.3191,-10.3561
46.4241,-10.2938
46.5291,-10.3201
46.6341,-10.3297
46.7391,-10.289
46.8441,-10.2986
46.9491,-10.3106
47.0541,-10.3225
47.1591,-10.3106
47.2641,-10.3106
47.3691,-10.3082
47.4741,-10.2914
47.5791,-10.3153
47.6841,-10.3106
47.7891,-10.3034
47.8941,-10.2938
47.9991,-10.3201
48.1041,-10.3058
48.2091,-10.301
48.3141,-10.2866
48.4191,-10.3082
48.5241,-10.3201
48.6291,-10.301
48.7341,-10.3369
48.8391,-10.3297
48.9441,-10.2938
49.0491,-10.3249
49.1541,-10.3082
49.2591,-10.3106
49.3641,-10.3153
49.4691,-10.3106
49.5741,-10.3082
49.6791,-10.3177
49.7841,-10.3177
49.8891,-10.3297
49.9941,-10.301
50.0991,-10.3297
50.2041,-10.3321
50.3091,-10.313
50.4141,-10.3369
50.5191,-10.6315
50.6241,-10.3034
50.7291,-10.2842
50.8341,-10.2579
50.9391,-10.2794
51.0441,-10.3369
51.1491,-10.3106
51.2541,-10.3632
51.3591,-10.2794
51.4641,-10.3465
51.5691,-10.2411
51.6741,-10.2411
51.7791,-10.1788
51.8841,-10.4303
51.9891,-10.2243
52.0941,-10.2962
52.1991,-10.3369
52.3041,-10.78
52.4091,-10.2411
52.5141,-10.6291
52.6191,-10.2698
52.7241,-10.2842
52.8291,-10.5429
52.9341,-10.2076
53.0391,-10.198
53.1441,-10.1118
53.2491,-10.2986
53.3541,-10.5093
53.4591,-10.3728
53.5641,-10.4111
53.6691,-10.1261
53.7741,-10.3201
53.8791,-10.483
53.9841,-10.1405
54.0891,-10.3345
54.1941,-10.5525
54.2991,-10.3728
54.4041,-10.3489
54.5091,-10.483
54.6141,-10.2674
54.7191,-10.2866
54.8241,-10.3106
54.9291,-10.4207
55.0341,-10.3273
55.1391,-10.4255
55.2441,-10.2722
55.3491,-10.3896
55.4541,-10.5333
55.5591,-10.4998
55.6641,-10.3058
55.7691,-10.3082
55.8741,-10.3632
55.9791,-10.7872
56.0841,-10.0615
56.1891,-10.574
56.2941,-10.2722
56.3991,-10.4423
56.5041,-10.2507
56.6091,-10.2267
56.7141,-10.3465
56.8191,-10.4255
56.9241,-10.2722
57.0291,-10.5788
57.1341,-10.2842
57.2391,-10.2483
57.3441,-10.2627
57.4491,-10.5189
57.5541,-10.3704
57.6591,-10.1142
57.7641,-10.3513
57.8691,-10.2148
57.9741,-10.3417
58.0791,-10.1693
58.1841,-10.4135
58.2891,-10.1788
58.3941,-10.1836
58.4991,-10.2459
58.6041,-10.0423
58.7091,-10.5117
58.8141,-10.471
58.9191,-10.3345
59.0241,-10.3058
59.1291,-10.3441
59.2341,-10.3585
59.3391,-10.3417
59.4441,-10.3513
59.5491,-10.2722
59.6541,-10.3369
59.7591,-10.3321
59.8641,-10.3537
59.9691,-10.4064
60.0741,-10.3153
60.1791,-10.5213
60.2841,-10.4279
60.3891,-10.2674
60.4941,-10.1764
60.5991,-10.3465
60.7041,-10.301
60.8091,-10.2363
60.9141,-10.2507
61.0191,-10.2339
61.1241,-10.3106
61.2291,-10.3609
61.3341,-10.3872
61.4391,-10.2603
61.5441,-10.3345
61.6491,-10.3489
61.7541,-10.301
61.8591,-10.3201
61.9641,-10.3848
62.0691,-10.4686
62.1741,-10.4519
62.2791,-10.5405
62.3841,-10.3058
62.4891,-9.96328
62.5941,-10.5093
62.6991,-10.1621
62.8041,-10.1956
62.9091,-10.3465
63.0141,-10.3896
63.1191,-10.2387
63.2241,-10.2986
63.3291,-10.4135
63.4341,-10.495
63.5391,-10.3273
63.6441,-10.5022
63.7491,-10.4926
63.8541,-10.198
63.9591,-10.1932
64.0641,-10.3537
64.1691,-10.4159
64.2741,-10.5549
64.3791,-10.2004
64.4841,-10.3058
64.5891,-10.4351
64.6941,-10.3513
64.7991,-10.3513
64.9041,-10.107
65.0091,-10.3369
65.1141,-10.2818
65.2191,-10.4207
65.3241,-10.4519
65.4291,-10.1549
65.5341,-10.107
65.6391,-10.3656
65.7441,-10.3465
65.8491,-10.483
65.9541,-10.2291
66.0591,-10.4854
66.1641,-10.3321
66.2691,-10.4447
66.3741,-10.4159
66.4792,-10.3297
66.5841,-10.3632
66.6891,-10.4423
66.7941,-10.2651
66.8991,-10.5022
67.0041,-10.0112
67.1091,-10.5596
67.2141,-10.5237
67.3191,-10.3704
67.4241,-10.1214
67.5291,-11.0698
67.6341,-12.5499
67.7391,-10.4327
67.8441,-9.31184
67.9491,-11.9535
68.0541,-10.1573
68.1591,-10.3968
68.2641,-10.0519
68.3691,-10.2818
68.4741,-10.2651
68.5791,-10.0806
68.6841,-9.92017
68.7891,-9.81479
68.8941,-9.82677
68.9991,-9.76929
69.1041,-9.92496
69.2091,-9.71659
69.3141,-10.0064
69.4191,-9.98005
69.5241,-9.85311
69.6291,-9.80761
69.7341,-9.96089
69.8391,-9.87706
69.9441,-9.93933
70.0491,-9.77647
70.1541,-9.80521
70.2591,-9.70941
70.3641,-9.6639
70.4691,-9.78605
70.5741,-9.74294
70.6791,-9.86509
70.7841,-9.72378
70.8891,-9.60642
70.9941,-9.79563
71.0991,-9.6663
71.2041,-9.77886
71.3091,-9.70222
71.4141,-9.85551
71.5191,-9.77647
71.6241,-9.7118
71.7291,-9.78845
71.8341,-9.7621
71.9391,-9.77408
72.0441,-9.71659
72.1491,-9.80042
72.2541,-9.80042
72.3591,-9.77168
72.4641,-9.77168
72.5691,-9.74055
72.6741,-9.72378
72.7791,-9.78845
72.8841,-9.71659
72.9891,-9.78605
73.0941,-9.68785
73.1991,-9.82198
73.3041,-9.71659
73.4091,-9.60403
73.5141,-9.85072
73.6191,-9.84114
73.7241,-9.82677
73.8291,-9.68306
73.9341,-9.79323
74.0391,-9.82198
74.1441,-9.72857
74.2491,-9.83395
74.3541,-9.73575
74.4591,-9.67348
74.5641,-9.70702
74.6691,-9.7118
74.7741,-9.59445
74.8791,-9.64953
74.9841,-9.77408
75.0891,-9.73575
75.1941,-9.75252
75.2991,-9.7597
75.4041,-9.67827
75.5091,-9.83874
75.6141,-9.79084
75.7191,-9.91299
75.8241,-10.277
75.9291,-10.016
76.0341,-9.73336
76.1391,-9.79084
76.2441,-9.7142
76.3491,-9.87706
76.4541,-9.65193
76.5591,-9.53218
76.6641,-9.17053
76.7691,-9.20646
76.8741,-9.14179
76.9791,-9.19688
77.0841,-9.16095
77.1891,-9.13221
77.2941,-9.06036
77.3991,-9.12502
77.5041,-9.11305
77.6091,-9.06036
77.7141,-8.9909
77.8191,-9.04838
77.9241,-9.01725
78.0291,-9.03162
78.1341,-9.05557
78.2391,-9.14419
78.3441,-9.17532
78.4491,-9.30944
78.5541,-9.331
78.6591,-9.46751
78.7641,-9.48907
78.8691,-9.70462
78.9741,-9.63277
79.0791,-9.64474
79.1841,-9.39087
79.2891,-9.69504
79.3941,-9.83874
79.4991,-10.1716
79.6041,-9.72617
79.7091,-9.85311
79.8141,-9.74533
79.9191,-9.7118
80.0241,-9.87227
80.1291,-9.84832
80.2341,-9.83635
80.3391,-9.86509
80.4441,-9.86748
80.5491,-9.82437
80.6541,-9.81
80.7591,-9.78605
80.8641,-9.98005
80.9691,-9.69743
81.0741,-9.70462
81.1791,-9.61121
81.2841,-11.1991
81.3891,-9.74294
81.4941,-9.93454
81.5991,-10.0615
81.7041,-9.97286
81.8091,-9.87467
81.9141,-9.79803
82.0191,-9.93454
82.1241,-9.8124
82.2291,-9.97765
82.3341,-9.88904
82.4391,-10.0902
82.5441,-9.60642
82.6491,-9.49865
82.7541,-9.80521
82.8591,-9.74773
82.9641,-9.74773
83.0691,-9.99921
83.1741,-9.48667
83.2791,-9.92736
83.3841,-9.95849
83.4892,-10.0279
83.5941,-9.81958
83.6991,-9.83635
83.8041,-9.83395
83.9091,-9.84832
84.0141,-9.85311
84.1191,-10.0375
84.2241,-9.83156
84.3291,-9.93454
84.4341,-9.9537
84.5391,-9.94412
84.6441,-9.93933
84.7491,-10.004
84.8541,-9.87227
84.9591,-9.95131
85.0641,-10.0471
85.1691,-10.5596
85.2741,-10.3632
85.3791,-9.37171
85.4841,-10.6339
85.5891,-10.2339
85.6941,-10.653
85.7991,-10.9237
85.9041,-10.4064
86.0091,-10.3585
86.1141,-10.1214
86.2191,-10.2507
86.3241,-10.3944
86.4291,-10.2315
86.5341,-10.0998
86.6391,-10.1836
86.7441,-10.3177
86.8491,-10.2363
86.9541,-10.3369
87.0591,-10.2459
87.1641,-10.3082
87.2691,-10.4111
87.3741,-10.2674
87.4791,-10.5572
87.5841,-10.5189
87.6891,-10.6267
87.7941,-9.92496
87.8991,-10.1309
88.0041,-10.3273
88.1091,-10.1956
88.2141,-10.2004
88.3191,-9.96807
88.4241,-10.1357
88.5291,-10.1908
88.6341,-9.96807
88.7391,-10.2028
88.8441,-10.2411
88.9491,-10.4591
89.0541,-10.1573
89.1591,-10.3249
89.2641,-9.9561
89.3691,-9.92017
89.4741,-9.85551
89.5791,-9.98484
89.6841,-9.9537
89.7891,-10.0495
89.8941,-9.93933
89.9991,-10.0136
90.1041,-9.98484
90.2091,-10.0232
90.3141,-10.0303
90.4191,-9.99921
90.5241,-9.98244
90.6291,-9.91059
90.7341,-9.83156
90.8391,-10.0423
90.9441,-10.0998
91.0491,-9.9082
91.1541,-9.91778
91.2591,-10.1573
91.3641,-9.89622
91.4691,-9.83874
91.5741,-9.89383
91.6791,-10.004
91.7841,-9.82916
91.8891,-10.2124
91.9941,-9.88425
92.0991,-10.0112
92.2041,-10.0136
92.3091,-9.88904
92.4141,-10.1621
92.5191,-9.79323
92.6241,-10.0016
92.7291,-9.93215
92.8341,-9.91299
92.9391,-9.81958
93.0441,-9.73815
93.1491,-9.74773
93.2541,-9.73815
93.3591,-9.78126
93.4641,-9.8579
93.5691,-9.83156
93.6741,-9.77168
93.7791,-9.7621
93.8841,-9.71899
93.9891,-9.85551
94.0941,-9.79803
94.1991,-9.72857
94.3041,-9.75731
94.4091,-9.48907
94.5141,-9.84114
94.6191,-9.70702
94.7241,-9.81
94.8291,-9.64714
94.9341,-9.83395
95.0391,-9.55613
95.1441,-9.81479
95.2491,-9.65432
95.3541,-9.73336
95.4591,-9.56331
95.5641,-9.68067
95.6691,-9.74294
95.7741,-9.8124
95.8791,-9.64714
95.9841,-9.78366
96.0891,-9.5681
96.1941,-9.8124
96.2991,-9.69743
96.4041,-9.68546
96.5091,-9.66151
96.6141,-9.75012
96.7191,-9.7621
96.8241,-9.7118
96.9291,-9.73336
97.0341,-9.75012
97.1391,-9.67588
97.2441,-9.91538
97.3491,-9.83156
97.4541,-9.63516
97.5591,-9.87467
97.6641,-9.81958
97.7691,-9.98963
97.8741,-9.34776
97.9791,-9.86269
98.0841,-10.0208
98.1891,-9.59445
98.2941,-9.90341
98.3991,-9.97286
98.5041,-9.96568
98.6091,-9.9058
98.7141,-10.3225
98.8191,-9.78366
98.9241,-9.79084
99.0291,-10.0471
99.1341,-9.97526
99.2391,-9.95131
99.3441,-9.7621
99.4491,-9.97286
99.5541,-9.97765
99.6591,-9.84832
99.7641,-9.93694
99.8691,-10.0327
99.9741,-9.54894
100.079,-9.75012
100.184,-9.98484
100.289,-9.97526
100.394,-9.93694
100.499,-9.79803
100.604,-9.98244
100.709,-9.52978
100.814,-9.9058
100.919,-10.0519
101.024,-9.78126
101.129,-9.5705
101.234,-9.83874
101.339,-9.8579
101.444,-9.87227
101.549,-9.92257
101.654,-9.91059
101.759,-9.93933
101.864,-10.0447
101.969,-9.66869
102.074,-9.9561
102.179,-9.98484
102.284,-10.4351
102.389,-9.21843
102.494,-10.2986
102.599,-10.7225
102.704,-10.5716
102.809,-9.68785
102.914,-8.81607
103.019,-9.67588
103.124,-10.5357
103.229,-9.88425
103.334,-10.5405
103.439,-9.77168
103.544,-10.3058
103.649,-10.2411
103.754,-10.1621
103.859,-10.3632
103.964,-10.3201
104.069,-10.8375
104.174,-10.8614
104.279,-10.2986
104.384,-10.4495
104.489,-10.3106
104.594,-10.1908
104.699,-10.4758
104.804,-10.4255
104.909,-10.3585
105.014,-10.3704
105.119,-10.3417
105.224,-10.3345
105.329,-10.3201
105.434,-10.3776
105.539,-9.88904
105.644,-10.3177
105.749,-10.3585
105.854,-10.3441
105.959,-10.3944
106.064,-10.3585
106.169,-10.3752
106.274,-10.3704
106.379,-10.3393
106.484,-10.368
106.589,-10.3465
106.694,-10.3441
106.799,-10.3848
106.904,-10.3656
107.009,-10.3537
107.114,-10.2914
107.219,-10.4088
107.324,-10.301
107.429,-10.368
107.534,-10.3537
107.639,-10.3537
107.744,-10.4088
107.849,-10.301
107.954,-10.3896
108.059,-10.38
108.164,-10.4159
108.269,-10.3752
108.374,-10.3393
108.479,-10.3656
108.584,-10.4686
108.689,-10.2938
108.794,-10.3345
108.899,-10.5046
109.004,-10.3082
109.109,-10.2698
109.214,-10.3249
109.319,-10.1956
109.424,-10.3632
109.529,-10.3393
109.634,-10.2315
109.739,-10.4758
109.844,-10.4088
109.949,-10.2076
110.054,-10.3824
110.159,-10.5453
110.264,-10.4758
110.369,-10.4135
110.474,-10.3417
110.579,-10.368
110.684,-10.38
110.789,-10.3513
110.894,-10.3441
110.999,-10.3417
111.104,-10.3513
111.209,-10.38
111.314,-10.3896
111.419,-10.3848
111.524,-10.3273
111.629,-10.4183
111.734,-10.313
111.839,-10.3609
111.944,-10.2842
112.049,-10.301
112.154,-10.5429
112.259,-10.4662
112.364,-10.5093
112.469,-10.198
112.574,-10.1693
112.679,-10.5309
112.784,-10.0806
112.889,-10.9452
112.994,-10.3537
113.099,-10.3249
113.204,-10.1142
113.309,-10.4567
113.414,-10.3417
113.519,-10.2818
113.624,-10.3537
113.729,-10.3465
113.834,-10.4758
113.939,-10.3944
114.044,-10.3345
114.149,-10.4088
114.254,-10.3465
114.359,-10.3513
114.464,-10.3872
114.569,-10.3824
114.674,-10.3704
114.779,-10.3728
114.884,-10.3944
114.989,-10.3776
115.094,-10.3752
115.199,-10.3704
115.304,-10.3513
115.409,-10.3321
115.514,-10.3225
115.619,-10.3752
115.724,-10.4064
115.829,-10.2291
115.934,-10.4016
116.039,-10.3465
116.144,-10.0232
116.249,-10.3656
116.354,-10.2674
116.459,-10.5285
116.564,-10.3153
116.669,-10.5093
116.774,-10.2148
116.879,-10.4399
116.984,-9.78605
117.089,-10.0735
117.194,-10.2483
117.299,-10.0758
117.404,-10.3848
117.509,-10.277
117.614,-10.4662
117.719,-10.3034
117.824,-10.4088
117.929,-10.5788
118.034,-10.4471
118.139,-10.2698
118.244,-10.2459
118.349,-10.4231
118.454,-10.4231
118.559,-10.3489
118.664,-10.2698
118.769,-10.2698
118.874,-10.5596
118.979,-10.4088
119.084,-10.186
119.189,-10.2028
119.294,-10.2267
119.399,-10.3585
119.504,-10.392
119.609,-10.4543
119.714,-10.4471
119.819,-10.3872
119.924,-10.404
120.029,-10.4638
120.134,-10.2914
120.239,-10.3609
120.344,-10.3537
120.449,-10.3896
120.554,-10.2603
120.659,-10.4303
120.764,-10.4399
120.869,-10.3704
120.974,-10.5572
121.079,-10.301
121.184,-10.3201
121.289,-10.4111
121.394,-10.3273
121.499,-10.3968
121.604,-10.4183
121.709,-10.5093
121.814,-10.4567
121.919,-10.4088
122.024,-10.2818
122.129,-10.3609
122.234,-10.3225
122.339,-10.3417
122.444,-10.6267
122.549,-10.3896
122.654,-10.4088
122.759,-10.4447
122.864,-10.3872
122.969,-10.5405
123.074,-10.7704
123.179,-10.4327
123.284,-10.4351
123.389,-10.4447
123.494,-10.2267
123.599,-10.4183
123.704,-10.2698
123.809,-10.4207
123.914,-10.3752
124.019,-10.3992
124.124,-10.2962
124.229,-10.4064
124.334,-10.4303
124.439,-10.4183
124.544,-10.6267
124.649,-10.4351
124.754,-10.4159
124.859,-11.1321
124.964,-10.7321
125.069,-10.8231
125.174,-10.313
125.279,-10.4255
125.384,-10.2531
125.489,-10.3417
125.594,-10.368
125.699,-10.2579
125.804,-10.4327
125.909,-10.4447
126.014,-10.653
126.119,-10.5357
126.224,-10.3249
126.329,-10.2315
126.434,-10.3201
126.539,-10.5405
126.644,-10.2698
126.749,-10.2076
126.854,-10.301
126.959,-10.3656
127.064,-10.3393
127.169,-10.4231
127.274,-10.483
127.379,-10.4638
127.484,-10.3058
127.589,-10.3153
127.694,-10.3704
127.799,-10.4543
127.904,-10.3728
128.009,-10.7991
128.114,-10.3273
128.219,-10.3896
128.324,-10.4734
128.429,-10.4471
128.534,-10.4159
128.639,-10.4135
128.744,-10.5046
128.849,-10.4088
128.954,-10.3393
129.059,-10.4638
129.164,-10.3465
129.269,-10.313
129.374,-10.2914
129.479,-10.653
129.584,-10.3058
129.689,-10.4902
129.794,-10.368
129.899,-10.3369
130.004,-10.4159
130.109,-10.4782
130.214,-10.2435
130.319,-10.2603
130.424,-10.4519
130.529,-10.507
130.634,-9.98963
130.739,-10.3752
130.844,-10.3249
130.949,-10.4974
131.054,-10.4016
131.159,-10.4399
131.264,-10.3585
131.369,-10.392
131.474,-10.4016
131.579,-10.3489
131.684,-10.4207
131.789,-10.4423
131.894,-10.4638
131.999,-10.4806
132.104,-10.5525
132.209,-10.3848
132.314,-10.2555
132.419,-10.4806
132.524,-10.2148
132.629,-10.5165
132.734,-10.4231
132.839,-10.277
132.944,-10.3968
133.049,-10.4111
133.154,-10.2507
133.259,-10.5165
133.364,-10.8734
133.469,-10.3632
133.574,-10.3896
133.679,-10.3896
133.784,-10.3968
133.889,-10.3896
133.994,-10.3656
134.099,-10.3992
134.204,-10.471
134.309,-10.3968
134.414,-10.2148
134.519,-10.4758
134.624,-10.7896
134.729,-10.3201
134.834,-10.5716
134.939,-10.5213
135.044,-10.3992
135.149,-10.3153
135.254,-10.4207
135.359,-10.4758
135.464,-10.0567
135.569,-10.3585
135.674,-10.1333
135.779,-10.7081
135.884,-10.3465
135.989,-10.2195
136.094,-10.495
136.199,-10.3513
136.304,-10.4471
136.409,-10.2435
136.514,-10.9237
136.619,-10.7848
136.724,-10.4016
136.829,-10.5692
136.934,-10.4902
137.039,-10.4088
137.144,-10.5429
137.249,-10.3201
137.354,-10.3273
137.459,-10.4471
137.564,-10.4686
137.669,-10.5093
137.774,-10.4351
137.879,-10.507
137.984,-10.3345
138.089,-10.3345
138.194,-10.4399
138.299,-10.5309
138.404,-10.3441
138.509,-10.4064
138.614,-10.5046
138.719,-10.5932
138.824,-10.3609
138.929,-10.586
139.034,-10.4016
139.139,-10.1357
139.244,-10.4255
139.349,-10.4806
139.454,-10.4111
139.559,-10.2818
139.664,-9.88904
139.769,-10.3585
139.874,-10.3609
139.979,-10.4231
140.084,-10.3824
140.189,-10.4351
140.294,-10.5165
140.399,-10.3561
140.504,-10.4279
140.609,-10.4279
140.714,-10.4183
140.819,-10.3728
140.924,-10.3321
141.029,-10.4207
141.134,-10.4231
141.239,-10.6243
141.344,-10.5956
141.449,-10.4064
141.554,-10.3776
141.659,-10.3992
141.764,-10.392
141.869,-10.4638
141.974,-10.2818
142.079,-10.5357
142.184,-10.3369
142.289,-10.4255
142.394,-10.392
142.499,-10.3872
142.604,-10.1956
142.709,-10.5022
142.814,-10.5429
142.919,-10.4447
143.024,-10.562
143.129,-10.4111
143.234,-10.0088
143.339,-10.0663
143.444,-10.2339
143.549,-10.1525
143.654,-10.3896
143.759,-10.4111
143.864,-10.5812
143.969,-10.3872
144.074,-10.7872
144.179,-11.2686
144.284,-11.271
144.389,-10.8327
144.494,-10.8758
144.599,-10.2555
144.704,-10.2842
144.809,-10.6746
144.914,-9.95131
145.019,-10.2459
145.124,-10.2052
145.229,-10.1884
145.334,-10.3848
145.439,-10.7872
145.544,-10.4279
145.649,-10.2722
145.754,-10.2435
145.859,-10.4399
145.964,-10.5405
146.069,-9.86509
146.174,-9.88185
146.279,-10.119
146.384,-10.1573
146.489,-10.3273
146.594,-8.85678
146.699,-10.0806
146.804,-10.4183
146.909,-10.6626
147.014,-9.29747
147.119,-9.73096
147.224,-9.70941
